canonical_signature,source_row_id,assembly_template_id,opaque_token_id,source_bucket,source_role,generated_role,source_native,expected_native,formula_status,formula_pass,signature_match,role_match,lineage_match,structural_match,native_match
UC:4:0:minus,QP093A-0080,TPL_5ae9e96adc7526a3b6f2fc30,TOK_2d1440ccfcc074b1cb64ba5b,ONE_BODY_CONJUGATE,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,6.0,6,EXACT,True,True,True,True,True,True
UC:4:0:plus,QP093A-0079,TPL_88d25fe01d9af32aebad6e51,TOK_6bcbb90e2819d0aca2bf4a41,ONE_BODY_CONJUGATE,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,5.00,5,EXACT,True,True,True,True,True,True
UC:4:1:minus,QP093A-0096,TPL_356e41da629869e782a06896,TOK_09cf970a470433ed5b3a7deb,ONE_BODY_CONJUGATE,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,72.0,72,EXACT,True,True,True,True,True,True
UC:4:1:plus,QP093A-0095,TPL_737670f59dfc0145d8e71188,TOK_a26c2168ea9f1e881c65c8f0,ONE_BODY_CONJUGATE,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,60.00,60,EXACT,True,True,True,True,True,True
UC:4:2:minus,QP093A-0112,TPL_8236835483db0f4b51d86f5f,TOK_0c38ab8de6d90aecc0794130,ONE_BODY_CONJUGATE,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,864.0,864,EXACT,True,True,True,True,True,True
UC:4:2:plus,QP093A-0111,TPL_ae8a4a302f427c51b3de79bb,TOK_0b448f8a98326c68eea440e3,ONE_BODY_CONJUGATE,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,720.00,720,EXACT,True,True,True,True,True,True
UC:6:0:minus,QP093A-0082,TPL_79b46f9272ea2c8b407b075a,TOK_015c560e1a10aa4d5293673c,ONE_BODY_CONJUGATE,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,9.0,9,EXACT,True,True,True,True,True,True
UC:6:0:plus,QP093A-0081,TPL_e044bdb1501d5326fa096391,TOK_ba3d8e3596f03785e48ed6db,ONE_BODY_CONJUGATE,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,7.50,15/2,EXACT,True,True,True,True,True,True
UC:6:1:minus,QP093A-0098,TPL_70dec561a95e62250c7ff4e1,TOK_d373df48c90d5fa442abd3da,ONE_BODY_CONJUGATE,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,108.0,108,EXACT,True,True,True,True,True,True
UC:6:1:plus,QP093A-0097,TPL_a82f5dc7c01a4a9b9296919c,TOK_3b2cc7efb3c04d75c4664f76,ONE_BODY_CONJUGATE,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,90.00,90,EXACT,True,True,True,True,True,True
UC:6:2:minus,QP093A-0114,TPL_ef2ca78f4956c41b1a3af7dc,TOK_14a54b49e2f4549c007b00dd,ONE_BODY_CONJUGATE,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,1296.0,1296,EXACT,True,True,True,True,True,True
UC:6:2:plus,QP093A-0113,TPL_756f5f9ad0764c6e7a4e2e07,TOK_8173c519e4c194091398088b,ONE_BODY_CONJUGATE,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,1080.00,1080,EXACT,True,True,True,True,True,True
UC:8:0:minus,QP093A-0084,TPL_3d64f46078c980fa451b06cd,TOK_378b1fe43d4d985a6f57bec2,ONE_BODY_CONJUGATE,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,12.0,12,EXACT,True,True,True,True,True,True
UC:8:0:plus,QP093A-0083,TPL_0350929040a21ba95d891e35,TOK_160174dd27c1be1aa1dead1a,ONE_BODY_CONJUGATE,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,10.00,10,EXACT,True,True,True,True,True,True
UC:8:1:minus,QP093A-0100,TPL_aec4f3248077011ff4b1652c,TOK_63385e463b4a7e77d3c534eb,ONE_BODY_CONJUGATE,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,144.0,144,EXACT,True,True,True,True,True,True
UC:8:1:plus,QP093A-0099,TPL_264fb3a35bb7c91c6c2c0a6b,TOK_040a0d0c564e1b2ea0cdab36,ONE_BODY_CONJUGATE,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,120.00,120,EXACT,True,True,True,True,True,True
UC:9:0:minus,QP093A-0086,TPL_455002e038d432679393377e,TOK_106dea09d9dde05f332ce5d9,ONE_BODY_CONJUGATE,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,13.5,27/2,EXACT,True,True,True,True,True,True
UC:9:0:plus,QP093A-0085,TPL_2118f940be12c8328bbd1436,TOK_f38e2afc6e288b1ed7c1cb03,ONE_BODY_CONJUGATE,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,11.25,45/4,EXACT,True,True,True,True,True,True
UC:9:1:minus,QP093A-0102,TPL_ccb5d9f28e4258cabcbd489f,TOK_28904e707c50632477525d84,ONE_BODY_CONJUGATE,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,162.0,162,EXACT,True,True,True,True,True,True
UC:9:1:plus,QP093A-0101,TPL_cd8210cd6c021033ac86a880,TOK_c42e02fc53fe7e1b3551e104,ONE_BODY_CONJUGATE,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,135.00,135,EXACT,True,True,True,True,True,True
UD:12:0:minus,QP093A-0023,TPL_2b40a36eeb0a2bce4c36c52c,TOK_cf1919031d51013b58e30306,ONE_BODY_DIRECT,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,18.0,18,EXACT,True,True,True,True,True,True
UD:12:0:neutral,QP093A-0024,TPL_7f686fbef0701a7ec87a6182,TOK_fbad6ffbd6c4ff2ceef29fea,ONE_BODY_DIRECT,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,1.500,3/2,EXACT,True,True,True,True,True,True
UD:12:0:plus,QP093A-0022,TPL_ce283cce7fbe2569b240e7a8,TOK_4c327bec12f00541bfd15bae,ONE_BODY_DIRECT,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,15.00,15,EXACT,True,True,True,True,True,True
UD:12:1:minus,QP093A-0047,TPL_c9833eaa1b2e428cffed9854,TOK_f83ccc3f14a07e57a8bbd8ef,ONE_BODY_DIRECT,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,216.0,216,EXACT,True,True,True,True,True,True
UD:12:1:neutral,QP093A-0048,TPL_f5ce0cf1fa795e4a81e74f56,TOK_ae0f907e2de77e8b5b42e87b,ONE_BODY_DIRECT,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,18.000,18,EXACT,True,True,True,True,True,True
UD:12:1:plus,QP093A-0046,TPL_024774dee7da0a8c4e8b2966,TOK_501059946ad85b6cca319e0c,ONE_BODY_DIRECT,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,180.00,180,EXACT,True,True,True,True,True,True
UD:12:2:minus,QP093A-0071,TPL_7efad8d7ba90ef2da20cd886,TOK_877d0d3a4bddda2f0c373bd2,ONE_BODY_DIRECT,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,2592.0,2592,EXACT,True,True,True,True,True,True
UD:12:2:neutral,QP093A-0072,TPL_41a1c0dd7481d8d9364fc31e,TOK_c3afc5fa4a7b2f9380869f09,ONE_BODY_DIRECT,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,216.000,216,EXACT,True,True,True,True,True,True
UD:12:2:plus,QP093A-0070,TPL_34fd7e6c0b05e56e4d5685c4,TOK_0f61b84793eb7beaba5f092f,ONE_BODY_DIRECT,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,2160.00,2160,EXACT,True,True,True,True,True,True
UD:1:0:minus,QP093A-0002,TPL_9bf0e03dd977fe958b790cc9,TOK_cc8613b171d1809b60a46243,ONE_BODY_DIRECT,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,1.5,3/2,EXACT,True,True,True,True,True,True
UD:1:0:neutral,QP093A-0003,TPL_ecf6b0f56f746534127a9793,TOK_58397084686d901a67650829,ONE_BODY_DIRECT,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,0.125,1/8,EXACT,True,True,True,True,True,True
UD:1:0:plus,QP093A-0001,TPL_82c4cdff25314c9699ffcc52,TOK_e912130f5dce597d96e54839,ONE_BODY_DIRECT,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,1.25,5/4,EXACT,True,True,True,True,True,True
UD:1:1:minus,QP093A-0026,TPL_b22fbe8ddcd5913375948bda,TOK_b95113e93847b86431b64e8b,ONE_BODY_DIRECT,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,18.0,18,EXACT,True,True,True,True,True,True
UD:1:1:neutral,QP093A-0027,TPL_b4d0743fda5f6729840cba06,TOK_b85d99c1c89141dafb9d41b9,ONE_BODY_DIRECT,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,1.500,3/2,EXACT,True,True,True,True,True,True
UD:1:1:plus,QP093A-0025,TPL_55124dbc1e9f7533d1763e41,TOK_44dce2955ee2b7d6f922a8b1,ONE_BODY_DIRECT,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,15.00,15,EXACT,True,True,True,True,True,True
UD:1:2:minus,QP093A-0050,TPL_9d3e5ce67be8cb85501412e6,TOK_fcf2b1e29e71b30a26efe964,ONE_BODY_DIRECT,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,216.0,216,EXACT,True,True,True,True,True,True
UD:1:2:neutral,QP093A-0051,TPL_02590d66625ba878b980e86f,TOK_d5c44ad7dcfa6427034b52f0,ONE_BODY_DIRECT,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,18.000,18,EXACT,True,True,True,True,True,True
UD:1:2:plus,QP093A-0049,TPL_7be0983b66006febc905e0d0,TOK_0f35bc2f0d811c9c91ad6dd0,ONE_BODY_DIRECT,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,180.00,180,EXACT,True,True,True,True,True,True
UD:2:0:minus,QP093A-0005,TPL_5ca3a238db338a4ec6cf4516,TOK_f71d408b43cbbadc9d5320d7,ONE_BODY_DIRECT,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,3.0,3,EXACT,True,True,True,True,True,True
UD:2:0:neutral,QP093A-0006,TPL_81490e932eb2b9b378ab040f,TOK_5c5097e251e55581c67f6846,ONE_BODY_DIRECT,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,0.250,1/4,EXACT,True,True,True,True,True,True
UD:2:0:plus,QP093A-0004,TPL_7c26a3530825c1fc03c3728d,TOK_4770d8a426377a41466d1080,ONE_BODY_DIRECT,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,2.50,5/2,EXACT,True,True,True,True,True,True
UD:2:1:minus,QP093A-0029,TPL_a522c1c36d35480d951d5201,TOK_5cabd1068f454f6b9e75dc6d,ONE_BODY_DIRECT,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,36.0,36,EXACT,True,True,True,True,True,True
UD:2:1:neutral,QP093A-0030,TPL_448dccb7b39167e2ea34d5bf,TOK_e4971acf5cb491fef0ba8f42,ONE_BODY_DIRECT,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,3.000,3,EXACT,True,True,True,True,True,True
UD:2:1:plus,QP093A-0028,TPL_f826b07c915d3ad36bce29a1,TOK_8fcb6f9a1629b07a18f3b896,ONE_BODY_DIRECT,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,30.00,30,EXACT,True,True,True,True,True,True
UD:2:2:minus,QP093A-0053,TPL_343545ca202c27d63a8b1460,TOK_0353a54ae1805c0bc7b82689,ONE_BODY_DIRECT,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,432.0,432,EXACT,True,True,True,True,True,True
UD:2:2:neutral,QP093A-0054,TPL_15fcd6c5cca0ad61c791d65e,TOK_140fe0ef36174d538b4efdd5,ONE_BODY_DIRECT,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,36.000,36,EXACT,True,True,True,True,True,True
UD:2:2:plus,QP093A-0052,TPL_1cca7a67625e8bcd526d015a,TOK_8cb9da310a6c2eda7fda08fb,ONE_BODY_DIRECT,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,360.00,360,EXACT,True,True,True,True,True,True
UD:3:0:minus,QP093A-0008,TPL_7c92d3cf58ae72b6bfba0f54,TOK_4f0713f99b3a13c011ce5281,ONE_BODY_DIRECT,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,4.5,9/2,EXACT,True,True,True,True,True,True
UD:3:0:neutral,QP093A-0009,TPL_39075f06581ac823a7f31508,TOK_d224ae8f18f72f3ed90611cb,ONE_BODY_DIRECT,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,0.375,3/8,EXACT,True,True,True,True,True,True
UD:3:0:plus,QP093A-0007,TPL_5047c569797686dcc05323e1,TOK_141592d087781df4b8d1dd05,ONE_BODY_DIRECT,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,3.75,15/4,EXACT,True,True,True,True,True,True
UD:3:1:minus,QP093A-0032,TPL_92e22cee34fc093084a0d553,TOK_2d7b81f6d7339978febd63f1,ONE_BODY_DIRECT,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,54.0,54,EXACT,True,True,True,True,True,True
UD:3:1:neutral,QP093A-0033,TPL_d7d2de86304a54129b717f85,TOK_1c9e15e10c5408b899e81a7e,ONE_BODY_DIRECT,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,4.500,9/2,EXACT,True,True,True,True,True,True
UD:3:1:plus,QP093A-0031,TPL_de60a243fa8bc4f7f633e135,TOK_3cf24ae4baab8150aafe6b84,ONE_BODY_DIRECT,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,45.00,45,EXACT,True,True,True,True,True,True
UD:3:2:minus,QP093A-0056,TPL_d06877d6355cf01915643e8c,TOK_473c323b9c5b72c2502ed95f,ONE_BODY_DIRECT,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,648.0,648,EXACT,True,True,True,True,True,True
UD:3:2:neutral,QP093A-0057,TPL_b601ab8f4e7cab9d92baa925,TOK_2f31432bf2cdc9f293a27867,ONE_BODY_DIRECT,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,54.000,54,EXACT,True,True,True,True,True,True
UD:3:2:plus,QP093A-0055,TPL_c7ca9f899d5f5804cfad8ac2,TOK_8853f8cdd8a9b6cd1c52f18a,ONE_BODY_DIRECT,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,540.00,540,EXACT,True,True,True,True,True,True
UD:4:0:minus,QP093A-0011,TPL_bc2c7de46881f6be23cbad31,TOK_cc6b6453a3deb642848645ca,ONE_BODY_DIRECT,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,6.0,6,EXACT,True,True,True,True,True,True
UD:4:0:neutral,QP093A-0012,TPL_aaa6a8474baca0b03771f479,TOK_9099245a36574c820e2d25de,ONE_BODY_DIRECT,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,0.500,1/2,EXACT,True,True,True,True,True,True
UD:4:0:plus,QP093A-0010,TPL_a10acf32a05243d0f86ce735,TOK_c042e91d104ede160c74cbf6,ONE_BODY_DIRECT,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,5.00,5,EXACT,True,True,True,True,True,True
UD:4:1:minus,QP093A-0035,TPL_41b859cf6877d67709682f22,TOK_4f175f8df4ca8c0582fc9459,ONE_BODY_DIRECT,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,72.0,72,EXACT,True,True,True,True,True,True
UD:4:1:neutral,QP093A-0036,TPL_8cd5287d9e7c8938afd8f62e,TOK_290cf18286eec5c7be0a971a,ONE_BODY_DIRECT,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,6.000,6,EXACT,True,True,True,True,True,True
UD:4:1:plus,QP093A-0034,TPL_c9c04d2368bc129a963bcb05,TOK_02173cab5d4816e349e4106e,ONE_BODY_DIRECT,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,60.00,60,EXACT,True,True,True,True,True,True
UD:4:2:minus,QP093A-0059,TPL_61edc7d5ae50a96efc7e6c9b,TOK_06fbf0632ec03c47a549ecbd,ONE_BODY_DIRECT,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,864.0,864,EXACT,True,True,True,True,True,True
UD:4:2:neutral,QP093A-0060,TPL_84afb3d6305e8b457a6e5adf,TOK_b06dcb5241532444618882f5,ONE_BODY_DIRECT,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,72.000,72,EXACT,True,True,True,True,True,True
UD:4:2:plus,QP093A-0058,TPL_c09c1c97e570da64a0e3af2e,TOK_99eeffbc76cd722ebb521b55,ONE_BODY_DIRECT,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,720.00,720,EXACT,True,True,True,True,True,True
UD:6:0:minus,QP093A-0014,TPL_2d23dfae6b23a11264d1d05f,TOK_47ff254a92f849976af51aec,ONE_BODY_DIRECT,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,9.0,9,EXACT,True,True,True,True,True,True
UD:6:0:neutral,QP093A-0015,TPL_d583169af4202d9990e1d277,TOK_1194830f6fd52263af2b5ee4,ONE_BODY_DIRECT,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,0.750,3/4,EXACT,True,True,True,True,True,True
UD:6:0:plus,QP093A-0013,TPL_5a31a1ceb57f4d861819cf55,TOK_ed05b9b335d56c6aa0952866,ONE_BODY_DIRECT,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,7.50,15/2,EXACT,True,True,True,True,True,True
UD:6:1:minus,QP093A-0038,TPL_ac9cb0661753a4b0ad0ee989,TOK_eceace391c1557a825eddcbe,ONE_BODY_DIRECT,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,108.0,108,EXACT,True,True,True,True,True,True
UD:6:1:neutral,QP093A-0039,TPL_e96d2f7acbbfccba9eadf00a,TOK_facb07e6c402b79ba1ac650f,ONE_BODY_DIRECT,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,9.000,9,EXACT,True,True,True,True,True,True
UD:6:1:plus,QP093A-0037,TPL_31debbdfc40006aa6e7667fa,TOK_b63487955cac196a8ca675d6,ONE_BODY_DIRECT,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,90.00,90,EXACT,True,True,True,True,True,True
UD:6:2:minus,QP093A-0062,TPL_3a5e14c691462e4f7ad89b17,TOK_e343a45c099e487fcc6b274f,ONE_BODY_DIRECT,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,1296.0,1296,EXACT,True,True,True,True,True,True
UD:6:2:neutral,QP093A-0063,TPL_ec96532404de4841a1779447,TOK_5374b54a0a5fe20de27be980,ONE_BODY_DIRECT,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,108.000,108,EXACT,True,True,True,True,True,True
UD:6:2:plus,QP093A-0061,TPL_e617fbdbf8f348389022faf8,TOK_2112d262920af9793bbcac07,ONE_BODY_DIRECT,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,1080.00,1080,EXACT,True,True,True,True,True,True
UD:8:0:minus,QP093A-0017,TPL_9ff896f785b8b23170e8378f,TOK_826a893c98b42ef77a79702e,ONE_BODY_DIRECT,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,12.0,12,EXACT,True,True,True,True,True,True
UD:8:0:neutral,QP093A-0018,TPL_f4102b753ca4c5d850454959,TOK_b58ffcc58a2bad0371ad8639,ONE_BODY_DIRECT,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,1.000,1,EXACT,True,True,True,True,True,True
UD:8:0:plus,QP093A-0016,TPL_81492bcbe1ba795a5022ade5,TOK_dfcce074bf098cfc72bc435e,ONE_BODY_DIRECT,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,10.00,10,EXACT,True,True,True,True,True,True
UD:8:1:minus,QP093A-0041,TPL_60c52694e1f1bfede56e11e7,TOK_a7faea3a70552fcca5761445,ONE_BODY_DIRECT,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,144.0,144,EXACT,True,True,True,True,True,True
UD:8:1:neutral,QP093A-0042,TPL_19dcdd6fdc21c070157f35e7,TOK_f68ae6a04107eb2f6cff88ee,ONE_BODY_DIRECT,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,12.000,12,EXACT,True,True,True,True,True,True
UD:8:1:plus,QP093A-0040,TPL_799ce618c8422f49063f6c94,TOK_feb3527d15854988151c9cbe,ONE_BODY_DIRECT,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,120.00,120,EXACT,True,True,True,True,True,True
UD:8:2:minus,QP093A-0065,TPL_aba7ee042a53719d771a25bd,TOK_ef0b036a7d7fdb770e73779a,ONE_BODY_DIRECT,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,1728.0,1728,EXACT,True,True,True,True,True,True
UD:8:2:neutral,QP093A-0066,TPL_b4a10c7271eda9624b68cb69,TOK_0356998f059af083410ff18d,ONE_BODY_DIRECT,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,144.000,144,EXACT,True,True,True,True,True,True
UD:8:2:plus,QP093A-0064,TPL_0863272e546f3eadd728e34e,TOK_569629cafd53a9c3c13e8a6f,ONE_BODY_DIRECT,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,1440.00,1440,EXACT,True,True,True,True,True,True
UD:9:0:minus,QP093A-0020,TPL_b1d44c18d3aeaa51f5c51ca0,TOK_2726b93a36c7faed8642014f,ONE_BODY_DIRECT,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,13.5,27/2,EXACT,True,True,True,True,True,True
UD:9:0:neutral,QP093A-0021,TPL_f40c627b9335732b5b737d46,TOK_7352a04ee6ce0007cf805ff6,ONE_BODY_DIRECT,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,1.125,9/8,EXACT,True,True,True,True,True,True
UD:9:0:plus,QP093A-0019,TPL_3d32edb33bacf4c806344558,TOK_a2363c1d6dbe4c3b0d70093d,ONE_BODY_DIRECT,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,11.25,45/4,EXACT,True,True,True,True,True,True
UD:9:1:minus,QP093A-0044,TPL_c1b0c10d0bf1781899f16b63,TOK_ebcd06181d2489742f5e4c20,ONE_BODY_DIRECT,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,162.0,162,EXACT,True,True,True,True,True,True
UD:9:1:neutral,QP093A-0045,TPL_899dc57bec1896eeeef239ae,TOK_d48438db8d72685209a8f65e,ONE_BODY_DIRECT,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,13.500,27/2,EXACT,True,True,True,True,True,True
UD:9:1:plus,QP093A-0043,TPL_e8c02667ceb58f69fb177d37,TOK_8347327611472897ac3c7ac5,ONE_BODY_DIRECT,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,135.00,135,EXACT,True,True,True,True,True,True
UD:9:2:minus,QP093A-0068,TPL_9741550973af3f3a05fb3daa,TOK_2c3b5032c1b0b09744bce330,ONE_BODY_DIRECT,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,1944.0,1944,EXACT,True,True,True,True,True,True
UD:9:2:neutral,QP093A-0069,TPL_ce434f908bf19cd9a6af22dd,TOK_c23683d05f94f31044bcfe4c,ONE_BODY_DIRECT,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,162.000,162,EXACT,True,True,True,True,True,True
UD:9:2:plus,QP093A-0067,TPL_6085ed357424a3682221025f,TOK_7ee30ff1bc82e2a0980e2747,ONE_BODY_DIRECT,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,1620.00,1620,EXACT,True,True,True,True,True,True
UT:1+1+1,QP093A-0115,TPL_ebf2dad725118e692113897a,TOK_47b5a40513686e4f75251873,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,108,108,EXACT,True,True,True,True,True,True
UT:1+1+12,QP093A-0122,TPL_d12d680497ce79dfc50e95f0,TOK_82c1d4091835296eda411d98,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,5256,5256,EXACT,True,True,True,True,True,True
UT:1+1+2,QP093A-0116,TPL_7942c201cd330069ac23b186,TOK_d2fa3f5492d2a31a298396b6,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,216,216,EXACT,True,True,True,True,True,True
UT:1+1+3,QP093A-0117,TPL_ffda376abfa612ca220619f8,TOK_05db2c9dc0728929b776fe91,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,396,396,EXACT,True,True,True,True,True,True
UT:1+1+4,QP093A-0118,TPL_5bf8482aea08606e8d6097d1,TOK_f6d64b62e98dfb61e78f91d5,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,648,648,EXACT,True,True,True,True,True,True
UT:1+1+6,QP093A-0119,TPL_ed0a67bd02421fa4c33062db,TOK_7131a067558e77d4dab60dd4,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,1368,1368,EXACT,True,True,True,True,True,True
UT:1+1+8,QP093A-0120,TPL_67d59720f0c2e8ebb0802615,TOK_fddd6eb6eec240cd2f3bbd0f,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,2376,2376,EXACT,True,True,True,True,True,True
UT:1+1+9,QP093A-0121,TPL_adafb1345d3e96d82f9387cd,TOK_65c0580ecf8a216333b3e22b,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,2988,2988,EXACT,True,True,True,True,True,True
UT:1+12+12,QP093A-0150,TPL_97fcb4e552f448df7f17804f,TOK_3021f741fb38287cc5197e11,THREE_BODY_COLOR,LEGAL_LOCAL_TEMPLATE,LEGAL_LOCAL_TEMPLATE,10404,10404,EXACT,True,True,True,True,True,True
