layer,row_id,native_identity,vault_identity,identity_assignment_status,known_identity_label,known_symbol,known_name,known_label_used_as_construction_input,matter_row_allowed,promotion_status,qA_source_support,tensor_carrier_support,retained_write_support,source_known_match
particle,QP093A-0161,QP093A-0161|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=2+3+8|d=3|q=positive:1,QP093A-0161|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=2+3+8|d=3|q=positive:1,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,yes,BOUND_MATTER_ROW_ALLOWED,2791.014434437692901234567901234567901234567901234567901234567901234567901234567901234567901234567900,348.8768043047116126543209876543209876543209876543209876543209876543209876543209876543209876543209875,2442.137630132981288580246913580246913580246913580246913580246913580246913580246913580246913580246912,
particle,QP093A-0162,QP093A-0162|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=2+3+9|d=3|q=negative:1,QP093A-0162|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=2+3+9|d=3|q=negative:1,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,yes,BOUND_MATTER_ROW_ALLOWED,3407.787573543595679012345679012345679012345679012345679012345679012345679012345679012345679012345678,425.9734466929494598765432098765432098765432098765432098765432098765432098765432098765432098765432098,2981.814126850646219135802469135802469135802469135802469135802469135802469135802469135802469135802469,
particle,QP093A-0163,QP093A-0163|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=2+3+12|d=3|q=negative:1,QP093A-0163|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=2+3+12|d=3|q=negative:1,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,yes,BOUND_MATTER_ROW_ALLOWED,5691.730309003665123456790123456790123456790123456790123456790123456790123456790123456790123456790121,711.4662886254581404320987654320987654320987654320987654320987654320987654320987654320987654320987651,4980.264020378206983024691358024691358024691358024691358024691358024691358024691358024691358024691356,
particle,QP093A-0164,QP093A-0164|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=2+4+4|d=3|q=negative:1,QP093A-0164|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=2+4+4|d=3|q=negative:1,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,yes,BOUND_MATTER_ROW_ALLOWED,1305.110134548611111111111111111111111111111111111111111111111111111111111111111111111111111111111111,163.1387668185763888888888888888888888888888888888888888888888888888888888888888888888888888888888889,1141.971367730034722222222222222222222222222222222222222222222222222222222222222222222222222222222222,
particle,QP093A-0165,QP093A-0165|bound_composite_rows|GROUND_BARYON_3BODY|three_owner_color_closure|p=2+4+6|d=0|q=negative:2,QP093A-0165|bound_composite_rows|GROUND_BARYON_3BODY|three_owner_color_closure|p=2+4+6|d=0|q=negative:2,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,yes,BOUND_MATTER_ROW_ALLOWED,2895.666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,361.9583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333334,2533.708333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333334,
particle,QP093A-0166,QP093A-0166|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=2+4+8|d=3|q=neutral:0,QP093A-0166|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=2+4+8|d=3|q=neutral:0,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,yes,BOUND_MATTER_ROW_ALLOWED,3022.140625,377.767578125,2644.373046875,
particle,QP093A-0167,QP093A-0167|bound_composite_rows|GROUND_BARYON_3BODY|three_owner_color_closure|p=2+4+9|d=0|q=negative:2,QP093A-0167|bound_composite_rows|GROUND_BARYON_3BODY|three_owner_color_closure|p=2+4+9|d=0|q=negative:2,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,yes,BOUND_MATTER_ROW_ALLOWED,5222.541666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,652.8177083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333334,4569.723958333333333333333333333333333333333333333333333333333333333333333333333333333333333333333334,
particle,QP093A-0168,QP093A-0168|bound_composite_rows|GROUND_BARYON_3BODY|three_owner_color_closure|p=2+4+12|d=0|q=negative:2,QP093A-0168|bound_composite_rows|GROUND_BARYON_3BODY|three_owner_color_closure|p=2+4+12|d=0|q=negative:2,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,yes,BOUND_MATTER_ROW_ALLOWED,8480.166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666668,1060.020833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333334,7420.145833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333335,
particle,QP093A-0169,QP093A-0169|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=2+6+6|d=3|q=negative:4,QP093A-0169|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=2+6+6|d=3|q=negative:4,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,yes,BOUND_MATTER_ROW_ALLOWED,2812.644145447530864197530864197530864197530864197530864197530864197530864197530864197530864197530865,351.5805181809413580246913580246913580246913580246913580246913580246913580246913580246913580246913581,2461.063627266589506172839506172839506172839506172839506172839506172839506172839506172839506172839508,
particle,QP093A-0170,QP093A-0170|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=2+6+8|d=3|q=negative:2,QP093A-0170|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=2+6+8|d=3|q=negative:2,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,yes,BOUND_MATTER_ROW_ALLOWED,3796.503423996913580246913580246913580246913580246913580246913580246913580246913580246913580246913581,474.5629279996141975308641975308641975308641975308641975308641975308641975308641975308641975308641976,3321.940495997299382716049382716049382716049382716049382716049382716049382716049382716049382716049384,
particle,QP093A-0171,QP093A-0171|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=2+6+9|d=3|q=negative:4,QP093A-0171|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=2+6+9|d=3|q=negative:4,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,yes,BOUND_MATTER_ROW_ALLOWED,4478.025547357253086419753086419753086419753086419753086419753086419753086419753086419753086419753087,559.7531934196566358024691358024691358024691358024691358024691358024691358024691358024691358024691359,3918.272353937596450617283950617283950617283950617283950617283950617283950617283950617283950617283951,
particle,QP093A-0172,QP093A-0172|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=2+6+12|d=3|q=negative:4,QP093A-0172|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=2+6+12|d=3|q=negative:4,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,yes,BOUND_MATTER_ROW_ALLOWED,6809.559510030864197530864197530864197530864197530864197530864197530864197530864197530864197530864199,851.1949387538580246913580246913580246913580246913580246913580246913580246913580246913580246913580249,5958.364571277006172839506172839506172839506172839506172839506172839506172839506172839506172839506174,
particle,QP093A-0173,QP093A-0173|bound_composite_rows|GROUND_BARYON_3BODY|three_owner_color_closure|p=2+8+8|d=0|q=negative:4,QP093A-0173|bound_composite_rows|GROUND_BARYON_3BODY|three_owner_color_closure|p=2+8+8|d=0|q=negative:4,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,yes,BOUND_MATTER_ROW_ALLOWED,7733.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002,966.6250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002,6766.375000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001,
particle,QP093A-0174,QP093A-0174|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=2+8+9|d=3|q=negative:6,QP093A-0174|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=2+8+9|d=3|q=negative:6,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,yes,BOUND_MATTER_ROW_ALLOWED,5589.318847656250000000000000000000000000000000000000000000000000000000000000000000000000000000000002,698.6648559570312500000000000000000000000000000000000000000000000000000000000000000000000000000000002,4890.653991699218750000000000000000000000000000000000000000000000000000000000000000000000000000000001,
particle,QP093A-0175,QP093A-0175|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=2+8+12|d=3|q=negative:6,QP093A-0175|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=2+8+12|d=3|q=negative:6,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,yes,BOUND_MATTER_ROW_ALLOWED,7952.587890625000000000000000000000000000000000000000000000000000000000000000000000000000000000000003,994.0734863281250000000000000000000000000000000000000000000000000000000000000000000000000000000000004,6958.514404296875000000000000000000000000000000000000000000000000000000000000000000000000000000000002,
particle,QP093A-0176,QP093A-0176|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=2+9+9|d=3|q=negative:7,QP093A-0176|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=2+9+9|d=3|q=negative:7,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,yes,BOUND_MATTER_ROW_ALLOWED,6268.842080198688271604938271604938271604938271604938271604938271604938271604938271604938271604938270,783.6052600248360339506172839506172839506172839506172839506172839506172839506172839506172839506172838,5485.236820173852237654320987654320987654320987654320987654320987654320987654320987654320987654320986,
particle,QP093A-0177,QP093A-0177|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=2+9+12|d=3|q=negative:7,QP093A-0177|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=2+9+12|d=3|q=negative:7,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,yes,BOUND_MATTER_ROW_ALLOWED,8647.980941960841049382716049382716049382716049382716049382716049382716049382716049382716049382716048,1080.997617745105131172839506172839506172839506172839506172839506172839506172839506172839506172839506,7566.983324215735918209876543209876543209876543209876543209876543209876543209876543209876543209876542,
particle,QP093A-0178,QP093A-0178|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=2+12+12|d=3|q=negative:10,QP093A-0178|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=2+12+12|d=3|q=negative:10,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,yes,BOUND_MATTER_ROW_ALLOWED,11247.82810088734567901234567901234567901234567901234567901234567901234567901234567901234567901234568,1405.97851261091820987654320987654320987654320987654320987654320987654320987654320987654320987654321,9841.84958827642746913580246913580246913580246913580246913580246913580246913580246913580246913580247,
particle,QP093A-0179,QP093A-0179|bound_composite_rows|GROUND_BARYON_3BODY|three_owner_color_closure|p=3+3+3|d=0|q=neutral:0,QP093A-0179|bound_composite_rows|GROUND_BARYON_3BODY|three_owner_color_closure|p=3+3+3|d=0|q=neutral:0,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,no,REJECTED_NEGATIVE_SURFACE,0,0,0,
particle,QP093A-0180,QP093A-0180|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=3+3+4|d=3|q=positive:1,QP093A-0180|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=3+3+4|d=3|q=positive:1,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,yes,BOUND_MATTER_ROW_ALLOWED,1232.395984037422839506172839506172839506172839506172839506172839506172839506172839506172839506172839,154.0494980046778549382716049382716049382716049382716049382716049382716049382716049382716049382716049,1078.346486032744984567901234567901234567901234567901234567901234567901234567901234567901234567901234,
particle,QP093A-0181,QP093A-0181|bound_composite_rows|GROUND_BARYON_3BODY|three_owner_color_closure|p=3+3+6|d=0|q=neutral:0,QP093A-0181|bound_composite_rows|GROUND_BARYON_3BODY|three_owner_color_closure|p=3+3+6|d=0|q=neutral:0,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,no,REJECTED_NEGATIVE_SURFACE,0,0,0,
particle,QP093A-0182,QP093A-0182|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=3+3+8|d=3|q=positive:2,QP093A-0182|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=3+3+8|d=3|q=positive:2,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,yes,BOUND_MATTER_ROW_ALLOWED,2992.603069540895061728395061728395061728395061728395061728395061728395061728395061728395061728395062,374.0753836926118827160493827160493827160493827160493827160493827160493827160493827160493827160493828,2618.527685848283179012345679012345679012345679012345679012345679012345679012345679012345679012345679,
particle,QP093A-0183,QP093A-0183|bound_composite_rows|GROUND_BARYON_3BODY|three_owner_color_closure|p=3+3+9|d=0|q=neutral:0,QP093A-0183|bound_composite_rows|GROUND_BARYON_3BODY|three_owner_color_closure|p=3+3+9|d=0|q=neutral:0,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,no,REJECTED_NEGATIVE_SURFACE,0,0,0,
particle,QP093A-0184,QP093A-0184|bound_composite_rows|GROUND_BARYON_3BODY|three_owner_color_closure|p=3+3+12|d=0|q=neutral:0,QP093A-0184|bound_composite_rows|GROUND_BARYON_3BODY|three_owner_color_closure|p=3+3+12|d=0|q=neutral:0,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,no,REJECTED_NEGATIVE_SURFACE,0,0,0,
particle,QP093A-0185,QP093A-0185|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=3+4+4|d=3|q=neutral:0,QP093A-0185|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=3+4+4|d=3|q=neutral:0,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,yes,BOUND_MATTER_ROW_ALLOWED,1475.092447916666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,184.3865559895833333333333333333333333333333333333333333333333333333333333333333333333333333333333334,1290.705891927083333333333333333333333333333333333333333333333333333333333333333333333333333333333334,
particle,QP093A-0186,QP093A-0186|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=3+4+6|d=3|q=negative:1,QP093A-0186|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=3+4+6|d=3|q=negative:1,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,yes,BOUND_MATTER_ROW_ALLOWED,2211.436616874035493827160493827160493827160493827160493827160493827160493827160493827160493827160493,276.4295771092544367283950617283950617283950617283950617283950617283950617283950617283950617283950616,1935.007039764781057098765432098765432098765432098765432098765432098765432098765432098765432098765431,
particle,QP093A-0187,QP093A-0187|bound_composite_rows|GROUND_BARYON_3BODY|three_owner_color_closure|p=3+4+8|d=0|q=positive:1,QP093A-0187|bound_composite_rows|GROUND_BARYON_3BODY|three_owner_color_closure|p=3+4+8|d=0|q=positive:1,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,yes,BOUND_MATTER_ROW_ALLOWED,2150.833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,268.8541666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,1881.979166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,
particle,QP093A-0188,QP093A-0188|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=3+4+9|d=3|q=negative:1,QP093A-0188|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=3+4+9|d=3|q=negative:1,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,yes,BOUND_MATTER_ROW_ALLOWED,3842.824285059799382716049382716049382716049382716049382716049382716049382716049382716049382716049381,480.3530356324749228395061728395061728395061728395061728395061728395061728395061728395061728395061726,3362.471249427324459876543209876543209876543209876543209876543209876543209876543209876543209876543209,
particle,QP093A-0189,QP093A-0189|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=3+4+12|d=3|q=negative:1,QP093A-0189|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=3+4+12|d=3|q=negative:1,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,yes,BOUND_MATTER_ROW_ALLOWED,6126.767020519868827160493827160493827160493827160493827160493827160493827160493827160493827160493824,765.845877564983603395061728395061728395061728395061728395061728395061728395061728395061728395061728,5360.921142954885223765432098765432098765432098765432098765432098765432098765432098765432098765432096,
particle,QP093A-0190,QP093A-0190|bound_composite_rows|GROUND_BARYON_3BODY|three_owner_color_closure|p=3+6+6|d=0|q=negative:3,QP093A-0190|bound_composite_rows|GROUND_BARYON_3BODY|three_owner_color_closure|p=3+6+6|d=0|q=negative:3,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,yes,BOUND_MATTER_ROW_ALLOWED,4465.124999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,558.1406249999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,3906.984374999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,
particle,QP093A-0191,QP093A-0191|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=3+6+8|d=3|q=negative:1,QP093A-0191|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=3+6+8|d=3|q=negative:1,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,yes,BOUND_MATTER_ROW_ALLOWED,3951.583462938850308641975308641975308641975308641975308641975308641975308641975308641975308641975306,493.9479328673562885802469135802469135802469135802469135802469135802469135802469135802469135802469132,3457.635530071494020061728395061728395061728395061728395061728395061728395061728395061728395061728392,
particle,QP093A-0192,QP093A-0192|bound_composite_rows|GROUND_BARYON_3BODY|three_owner_color_closure|p=3+6+9|d=0|q=negative:3,QP093A-0192|bound_composite_rows|GROUND_BARYON_3BODY|three_owner_color_closure|p=3+6+9|d=0|q=negative:3,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,yes,BOUND_MATTER_ROW_ALLOWED,6945.749999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,868.2187499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,6077.531249999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,
particle,QP093A-0193,QP093A-0193|bound_composite_rows|GROUND_BARYON_3BODY|three_owner_color_closure|p=3+6+12|d=0|q=negative:3,QP093A-0193|bound_composite_rows|GROUND_BARYON_3BODY|three_owner_color_closure|p=3+6+12|d=0|q=negative:3,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,yes,BOUND_MATTER_ROW_ALLOWED,10418.62500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1302.32812500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,9116.29687500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
particle,QP093A-0194,QP093A-0194|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=3+8+8|d=3|q=negative:3,QP093A-0194|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=3+8+8|d=3|q=negative:3,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,yes,BOUND_MATTER_ROW_ALLOWED,5035.660508897569444444444444444444444444444444444444444444444444444444444444444444444444444444444442,629.4575636121961805555555555555555555555555555555555555555555555555555555555555555555555555555555552,4406.202945285373263888888888888888888888888888888888888888888888888888888888888888888888888888888886,
particle,QP093A-0195,QP093A-0195|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=3+8+9|d=3|q=negative:5,QP093A-0195|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=3+8+9|d=3|q=negative:5,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,yes,BOUND_MATTER_ROW_ALLOWED,5738.090705777391975308641975308641975308641975308641975308641975308641975308641975308641975308641974,717.2613382221739969135802469135802469135802469135802469135802469135802469135802469135802469135802468,5020.829367555217978395061728395061728395061728395061728395061728395061728395061728395061728395061728,
particle,QP093A-0196,QP093A-0196|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=3+8+12|d=3|q=negative:5,QP093A-0196|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=3+8+12|d=3|q=negative:5,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,yes,BOUND_MATTER_ROW_ALLOWED,8085.491449049961419753086419753086419753086419753086419753086419753086419753086419753086419753086418,1010.686431131245177469135802469135802469135802469135802469135802469135802469135802469135802469135802,7074.805017918716242283950617283950617283950617283950617283950617283950617283950617283950617283950616,
particle,QP093A-0197,QP093A-0197|bound_composite_rows|GROUND_BARYON_3BODY|three_owner_color_closure|p=3+9+9|d=0|q=negative:6,QP093A-0197|bound_composite_rows|GROUND_BARYON_3BODY|three_owner_color_closure|p=3+9+9|d=0|q=negative:6,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,yes,BOUND_MATTER_ROW_ALLOWED,11221.87500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1402.73437500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,9819.14062500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
particle,QP093A-0198,QP093A-0198|bound_composite_rows|GROUND_BARYON_3BODY|three_owner_color_closure|p=3+9+12|d=0|q=negative:6,QP093A-0198|bound_composite_rows|GROUND_BARYON_3BODY|three_owner_color_closure|p=3+9+12|d=0|q=negative:6,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,yes,BOUND_MATTER_ROW_ALLOWED,15356.25000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1919.53125000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,13436.7187500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
particle,QP093A-0199,QP093A-0199|bound_composite_rows|GROUND_BARYON_3BODY|three_owner_color_closure|p=3+12+12|d=0|q=negative:9,QP093A-0199|bound_composite_rows|GROUND_BARYON_3BODY|three_owner_color_closure|p=3+12+12|d=0|q=negative:9,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,yes,BOUND_MATTER_ROW_ALLOWED,22720.500000,2840.062500,19880.437500,
particle,QP093A-0200,QP093A-0200|bound_composite_rows|GROUND_BARYON_3BODY|three_owner_color_closure|p=4+4+4|d=0|q=positive:1,QP093A-0200|bound_composite_rows|GROUND_BARYON_3BODY|three_owner_color_closure|p=4+4+4|d=0|q=positive:1,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,yes,BOUND_MATTER_ROW_ALLOWED,1159.999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,144.9999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,1014.999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,
particle,QP093A-0201,QP093A-0201|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=4+4+6|d=3|q=neutral:0,QP093A-0201|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=4+4+6|d=3|q=neutral:0,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,yes,BOUND_MATTER_ROW_ALLOWED,2446.494791666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,305.8118489583333333333333333333333333333333333333333333333333333333333333333333333333333333333333334,2140.682942708333333333333333333333333333333333333333333333333333333333333333333333333333333333333334,
particle,QP093A-0202,QP093A-0202|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=4+4+8|d=3|q=positive:2,QP093A-0202|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=4+4+8|d=3|q=positive:2,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,yes,BOUND_MATTER_ROW_ALLOWED,3503.535300925925925925925925925925925925925925925925925925925925925925925925925925925925925925925927,437.9419126157407407407407407407407407407407407407407407407407407407407407407407407407407407407407409,3065.593388310185185185185185185185185185185185185185185185185185185185185185185185185185185185185186,
particle,QP093A-0203,QP093A-0203|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=4+4+9|d=3|q=neutral:0,QP093A-0203|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=4+4+9|d=3|q=neutral:0,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,yes,BOUND_MATTER_ROW_ALLOWED,4065.498697916666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,508.1873372395833333333333333333333333333333333333333333333333333333333333333333333333333333333333334,3557.311360677083333333333333333333333333333333333333333333333333333333333333333333333333333333333334,
particle,QP093A-0204,QP093A-0204|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=4+4+12|d=3|q=neutral:0,QP093A-0204|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=4+4+12|d=3|q=neutral:0,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,yes,BOUND_MATTER_ROW_ALLOWED,6332.104166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,791.5130208333333333333333333333333333333333333333333333333333333333333333333333333333333333333333334,5540.591145833333333333333333333333333333333333333333333333333333333333333333333333333333333333333334,
particle,QP093A-0205,QP093A-0205|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=4+6+6|d=3|q=negative:2,QP093A-0205|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=4+6+6|d=3|q=negative:2,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,yes,BOUND_MATTER_ROW_ALLOWED,3212.425974151234567901234567901234567901234567901234567901234567901234567901234567901234567901234568,401.553246768904320987654320987654320987654320987654320987654320987654320987654320987654320987654321,2810.872727382330246913580246913580246913580246913580246913580246913580246913580246913580246913580248,
particle,QP093A-0206,QP093A-0206|bound_composite_rows|GROUND_BARYON_3BODY|three_owner_color_closure|p=4+6+8|d=0|q=neutral:0,QP093A-0206|bound_composite_rows|GROUND_BARYON_3BODY|three_owner_color_closure|p=4+6+8|d=0|q=neutral:0,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,no,REJECTED_NEGATIVE_SURFACE,0,0,0,
