candidate_id,bin,latest_matter_row_allowed,stability_status,closure_status,matter_gate_reason,in_matter_table
QP093A-0158,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0159,bound_composite_rows,no,REJECTED_FAKE_CLOSURE,REJECT_NEGATIVE_OBSERVED_SURFACE,REJECT_NOT_MATTER_ALLOWED,no
QP093A-0160,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0161,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0162,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0163,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0164,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0165,bound_composite_rows,yes,BOUND_COLOR_CLOSED_STABLE_CANDIDATE,CLOSED_THREE_OWNER_WRITE,PASS_BOUND_COMPOSITE_MATTER,yes
QP093A-0166,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0167,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0168,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0169,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0170,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0171,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0172,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0173,bound_composite_rows,yes,BOUND_COLOR_CLOSED_STABLE_CANDIDATE,CLOSED_THREE_OWNER_WRITE,PASS_BOUND_COMPOSITE_MATTER,yes
QP093A-0174,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0175,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0176,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0177,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0178,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0179,bound_composite_rows,no,REJECTED_FAKE_CLOSURE,REJECT_NEGATIVE_OBSERVED_SURFACE,REJECT_NOT_MATTER_ALLOWED,no
QP093A-0180,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0181,bound_composite_rows,no,REJECTED_FAKE_CLOSURE,REJECT_NEGATIVE_OBSERVED_SURFACE,REJECT_NOT_MATTER_ALLOWED,no
QP093A-0182,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0183,bound_composite_rows,no,REJECTED_FAKE_CLOSURE,REJECT_NEGATIVE_OBSERVED_SURFACE,REJECT_NOT_MATTER_ALLOWED,no
QP093A-0184,bound_composite_rows,no,REJECTED_FAKE_CLOSURE,REJECT_NEGATIVE_OBSERVED_SURFACE,REJECT_NOT_MATTER_ALLOWED,no
QP093A-0185,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0186,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0187,bound_composite_rows,yes,BOUND_COLOR_CLOSED_STABLE_CANDIDATE,CLOSED_THREE_OWNER_WRITE,PASS_BOUND_COMPOSITE_MATTER,yes
QP093A-0188,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0189,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0190,bound_composite_rows,yes,BOUND_COLOR_CLOSED_STABLE_CANDIDATE,CLOSED_THREE_OWNER_WRITE,PASS_BOUND_COMPOSITE_MATTER,yes
QP093A-0191,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0192,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0193,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0194,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0195,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0196,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0197,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0198,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0199,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0200,bound_composite_rows,yes,BOUND_COLOR_CLOSED_STABLE_CANDIDATE,CLOSED_THREE_OWNER_WRITE,PASS_BOUND_COMPOSITE_MATTER,yes
QP093A-0201,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0202,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0203,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0204,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0205,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0206,bound_composite_rows,no,REJECTED_FAKE_CLOSURE,REJECT_NEGATIVE_OBSERVED_SURFACE,REJECT_NOT_MATTER_ALLOWED,no
QP093A-0207,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0208,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0209,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0210,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0211,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0212,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0213,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0214,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0215,bound_composite_rows,no,REJECTED_FAKE_CLOSURE,REJECT_NEGATIVE_OBSERVED_SURFACE,REJECT_NOT_MATTER_ALLOWED,no
QP093A-0216,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0217,bound_composite_rows,no,REJECTED_FAKE_CLOSURE,REJECT_NEGATIVE_OBSERVED_SURFACE,REJECT_NOT_MATTER_ALLOWED,no
QP093A-0218,bound_composite_rows,no,REJECTED_FAKE_CLOSURE,REJECT_NEGATIVE_OBSERVED_SURFACE,REJECT_NOT_MATTER_ALLOWED,no
QP093A-0219,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0220,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0221,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0222,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0223,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0224,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0225,bound_composite_rows,yes,BOUND_COLOR_CLOSED_STABLE_CANDIDATE,CLOSED_THREE_OWNER_WRITE,PASS_BOUND_COMPOSITE_MATTER,yes
QP093A-0226,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0227,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0228,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0229,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0230,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0231,bound_composite_rows,no,REJECTED_FAKE_CLOSURE,REJECT_NEGATIVE_OBSERVED_SURFACE,REJECT_NOT_MATTER_ALLOWED,no
QP093A-0232,bound_composite_rows,no,REJECTED_FAKE_CLOSURE,REJECT_NEGATIVE_OBSERVED_SURFACE,REJECT_NOT_MATTER_ALLOWED,no
QP093A-0233,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0234,bound_composite_rows,no,REJECTED_FAKE_CLOSURE,REJECT_NEGATIVE_OBSERVED_SURFACE,REJECT_NOT_MATTER_ALLOWED,no
QP093A-0235,bound_composite_rows,yes,BOUND_PAIR_NEUTRAL_CANDIDATE,CLOSED_PAIR_WRITE,PASS_BOUND_COMPOSITE_MATTER,yes
QP093A-0236,bound_composite_rows,yes,BOUND_PAIR_CHARGED_CANDIDATE,CLOSED_PAIR_WRITE,PASS_BOUND_COMPOSITE_MATTER,yes
QP093A-0237,bound_composite_rows,yes,BOUND_PAIR_CHARGED_CANDIDATE,CLOSED_PAIR_WRITE,PASS_BOUND_COMPOSITE_MATTER,yes
QP093A-0238,bound_composite_rows,yes,BOUND_PAIR_CHARGED_CANDIDATE,CLOSED_PAIR_WRITE,PASS_BOUND_COMPOSITE_MATTER,yes
QP093A-0239,bound_composite_rows,yes,BOUND_PAIR_CHARGED_CANDIDATE,CLOSED_PAIR_WRITE,PASS_BOUND_COMPOSITE_MATTER,yes
QP093A-0240,bound_composite_rows,yes,BOUND_PAIR_CHARGED_CANDIDATE,CLOSED_PAIR_WRITE,PASS_BOUND_COMPOSITE_MATTER,yes
QP093A-0241,bound_composite_rows,yes,BOUND_PAIR_CHARGED_CANDIDATE,CLOSED_PAIR_WRITE,PASS_BOUND_COMPOSITE_MATTER,yes
QP093A-0242,unstable_resonance_rows,yes,UNSTABLE_PAIR_HEAVY_CANDIDATE,CLOSED_PAIR_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0243,bound_composite_rows,yes,BOUND_PAIR_CHARGED_CANDIDATE,CLOSED_PAIR_WRITE,PASS_BOUND_COMPOSITE_MATTER,yes
QP093A-0244,bound_composite_rows,yes,BOUND_PAIR_NEUTRAL_CANDIDATE,CLOSED_PAIR_WRITE,PASS_BOUND_COMPOSITE_MATTER,yes
QP093A-0245,bound_composite_rows,yes,BOUND_PAIR_CHARGED_CANDIDATE,CLOSED_PAIR_WRITE,PASS_BOUND_COMPOSITE_MATTER,yes
QP093A-0246,bound_composite_rows,yes,BOUND_PAIR_CHARGED_CANDIDATE,CLOSED_PAIR_WRITE,PASS_BOUND_COMPOSITE_MATTER,yes
QP093A-0247,bound_composite_rows,yes,BOUND_PAIR_CHARGED_CANDIDATE,CLOSED_PAIR_WRITE,PASS_BOUND_COMPOSITE_MATTER,yes
QP093A-0248,bound_composite_rows,yes,BOUND_PAIR_CHARGED_CANDIDATE,CLOSED_PAIR_WRITE,PASS_BOUND_COMPOSITE_MATTER,yes
QP093A-0249,bound_composite_rows,yes,BOUND_PAIR_CHARGED_CANDIDATE,CLOSED_PAIR_WRITE,PASS_BOUND_COMPOSITE_MATTER,yes
QP093A-0250,unstable_resonance_rows,yes,UNSTABLE_PAIR_HEAVY_CANDIDATE,CLOSED_PAIR_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0251,bound_composite_rows,yes,BOUND_PAIR_CHARGED_CANDIDATE,CLOSED_PAIR_WRITE,PASS_BOUND_COMPOSITE_MATTER,yes
QP093A-0252,bound_composite_rows,yes,BOUND_PAIR_CHARGED_CANDIDATE,CLOSED_PAIR_WRITE,PASS_BOUND_COMPOSITE_MATTER,yes
QP093A-0253,bound_composite_rows,yes,BOUND_PAIR_NEUTRAL_CANDIDATE,CLOSED_PAIR_WRITE,PASS_BOUND_COMPOSITE_MATTER,yes
QP093A-0254,bound_composite_rows,yes,BOUND_PAIR_CHARGED_CANDIDATE,CLOSED_PAIR_WRITE,PASS_BOUND_COMPOSITE_MATTER,yes
QP093A-0255,bound_composite_rows,yes,BOUND_PAIR_CHARGED_CANDIDATE,CLOSED_PAIR_WRITE,PASS_BOUND_COMPOSITE_MATTER,yes
QP093A-0256,bound_composite_rows,yes,BOUND_PAIR_CHARGED_CANDIDATE,CLOSED_PAIR_WRITE,PASS_BOUND_COMPOSITE_MATTER,yes
QP093A-0257,bound_composite_rows,yes,BOUND_PAIR_CHARGED_CANDIDATE,CLOSED_PAIR_WRITE,PASS_BOUND_COMPOSITE_MATTER,yes
QP093A-0258,unstable_resonance_rows,yes,UNSTABLE_PAIR_HEAVY_CANDIDATE,CLOSED_PAIR_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0259,bound_composite_rows,yes,BOUND_PAIR_CHARGED_CANDIDATE,CLOSED_PAIR_WRITE,PASS_BOUND_COMPOSITE_MATTER,yes
QP093A-0260,bound_composite_rows,yes,BOUND_PAIR_CHARGED_CANDIDATE,CLOSED_PAIR_WRITE,PASS_BOUND_COMPOSITE_MATTER,yes
QP093A-0261,bound_composite_rows,yes,BOUND_PAIR_CHARGED_CANDIDATE,CLOSED_PAIR_WRITE,PASS_BOUND_COMPOSITE_MATTER,yes
QP093A-0262,bound_composite_rows,yes,BOUND_PAIR_NEUTRAL_CANDIDATE,CLOSED_PAIR_WRITE,PASS_BOUND_COMPOSITE_MATTER,yes
QP093A-0263,bound_composite_rows,yes,BOUND_PAIR_CHARGED_CANDIDATE,CLOSED_PAIR_WRITE,PASS_BOUND_COMPOSITE_MATTER,yes
QP093A-0264,bound_composite_rows,yes,BOUND_PAIR_CHARGED_CANDIDATE,CLOSED_PAIR_WRITE,PASS_BOUND_COMPOSITE_MATTER,yes
QP093A-0265,bound_composite_rows,yes,BOUND_PAIR_CHARGED_CANDIDATE,CLOSED_PAIR_WRITE,PASS_BOUND_COMPOSITE_MATTER,yes
QP093A-0266,unstable_resonance_rows,yes,UNSTABLE_PAIR_HEAVY_CANDIDATE,CLOSED_PAIR_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0267,bound_composite_rows,yes,BOUND_PAIR_CHARGED_CANDIDATE,CLOSED_PAIR_WRITE,PASS_BOUND_COMPOSITE_MATTER,yes
QP093A-0268,bound_composite_rows,yes,BOUND_PAIR_CHARGED_CANDIDATE,CLOSED_PAIR_WRITE,PASS_BOUND_COMPOSITE_MATTER,yes
QP093A-0269,bound_composite_rows,yes,BOUND_PAIR_CHARGED_CANDIDATE,CLOSED_PAIR_WRITE,PASS_BOUND_COMPOSITE_MATTER,yes
QP093A-0270,bound_composite_rows,yes,BOUND_PAIR_CHARGED_CANDIDATE,CLOSED_PAIR_WRITE,PASS_BOUND_COMPOSITE_MATTER,yes
QP093A-0271,bound_composite_rows,yes,BOUND_PAIR_NEUTRAL_CANDIDATE,CLOSED_PAIR_WRITE,PASS_BOUND_COMPOSITE_MATTER,yes
QP093A-0272,bound_composite_rows,yes,BOUND_PAIR_CHARGED_CANDIDATE,CLOSED_PAIR_WRITE,PASS_BOUND_COMPOSITE_MATTER,yes
QP093A-0273,bound_composite_rows,yes,BOUND_PAIR_CHARGED_CANDIDATE,CLOSED_PAIR_WRITE,PASS_BOUND_COMPOSITE_MATTER,yes
QP093A-0274,unstable_resonance_rows,yes,UNSTABLE_PAIR_HEAVY_CANDIDATE,CLOSED_PAIR_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0275,bound_composite_rows,yes,BOUND_PAIR_CHARGED_CANDIDATE,CLOSED_PAIR_WRITE,PASS_BOUND_COMPOSITE_MATTER,yes
QP093A-0276,bound_composite_rows,yes,BOUND_PAIR_CHARGED_CANDIDATE,CLOSED_PAIR_WRITE,PASS_BOUND_COMPOSITE_MATTER,yes
QP093A-0277,bound_composite_rows,yes,BOUND_PAIR_CHARGED_CANDIDATE,CLOSED_PAIR_WRITE,PASS_BOUND_COMPOSITE_MATTER,yes
QP093A-0278,bound_composite_rows,yes,BOUND_PAIR_CHARGED_CANDIDATE,CLOSED_PAIR_WRITE,PASS_BOUND_COMPOSITE_MATTER,yes
QP093A-0279,bound_composite_rows,yes,BOUND_PAIR_CHARGED_CANDIDATE,CLOSED_PAIR_WRITE,PASS_BOUND_COMPOSITE_MATTER,yes
QP093A-0280,bound_composite_rows,yes,BOUND_PAIR_NEUTRAL_CANDIDATE,CLOSED_PAIR_WRITE,PASS_BOUND_COMPOSITE_MATTER,yes
QP093A-0281,bound_composite_rows,yes,BOUND_PAIR_CHARGED_CANDIDATE,CLOSED_PAIR_WRITE,PASS_BOUND_COMPOSITE_MATTER,yes
QP093A-0282,unstable_resonance_rows,yes,UNSTABLE_PAIR_HEAVY_CANDIDATE,CLOSED_PAIR_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0283,bound_composite_rows,yes,BOUND_PAIR_CHARGED_CANDIDATE,CLOSED_PAIR_WRITE,PASS_BOUND_COMPOSITE_MATTER,yes
QP093A-0284,bound_composite_rows,yes,BOUND_PAIR_CHARGED_CANDIDATE,CLOSED_PAIR_WRITE,PASS_BOUND_COMPOSITE_MATTER,yes
QP093A-0285,bound_composite_rows,yes,BOUND_PAIR_CHARGED_CANDIDATE,CLOSED_PAIR_WRITE,PASS_BOUND_COMPOSITE_MATTER,yes
QP093A-0286,bound_composite_rows,yes,BOUND_PAIR_CHARGED_CANDIDATE,CLOSED_PAIR_WRITE,PASS_BOUND_COMPOSITE_MATTER,yes
QP093A-0287,bound_composite_rows,yes,BOUND_PAIR_CHARGED_CANDIDATE,CLOSED_PAIR_WRITE,PASS_BOUND_COMPOSITE_MATTER,yes
QP093A-0288,bound_composite_rows,yes,BOUND_PAIR_CHARGED_CANDIDATE,CLOSED_PAIR_WRITE,PASS_BOUND_COMPOSITE_MATTER,yes
QP093A-0289,bound_composite_rows,yes,BOUND_PAIR_NEUTRAL_CANDIDATE,CLOSED_PAIR_WRITE,PASS_BOUND_COMPOSITE_MATTER,yes
QP093A-0290,unstable_resonance_rows,yes,UNSTABLE_PAIR_HEAVY_CANDIDATE,CLOSED_PAIR_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0291,unstable_resonance_rows,yes,UNSTABLE_PAIR_HEAVY_CANDIDATE,CLOSED_PAIR_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0292,unstable_resonance_rows,yes,UNSTABLE_PAIR_HEAVY_CANDIDATE,CLOSED_PAIR_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0293,unstable_resonance_rows,yes,UNSTABLE_PAIR_HEAVY_CANDIDATE,CLOSED_PAIR_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0294,unstable_resonance_rows,yes,UNSTABLE_PAIR_HEAVY_CANDIDATE,CLOSED_PAIR_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0295,unstable_resonance_rows,yes,UNSTABLE_PAIR_HEAVY_CANDIDATE,CLOSED_PAIR_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0296,unstable_resonance_rows,yes,UNSTABLE_PAIR_HEAVY_CANDIDATE,CLOSED_PAIR_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0297,unstable_resonance_rows,yes,UNSTABLE_PAIR_HEAVY_CANDIDATE,CLOSED_PAIR_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0298,unstable_resonance_rows,yes,UNSTABLE_PAIR_HEAVY_CANDIDATE,CLOSED_PAIR_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0299,unstable_resonance_rows,yes,UNSTABLE_SCALAR_REVEAL_CANDIDATE,CLOSED_LOOP_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0300,carrier_only_rows,no,CARRIER_ONLY_NOT_MATTER,CLOSED_CARRIER_SUPPORT,REJECT_NOT_MATTER_ALLOWED,no
QP093A-0301,carrier_only_rows,no,CARRIER_ONLY_NOT_MATTER,CLOSED_CARRIER_SUPPORT,REJECT_NOT_MATTER_ALLOWED,no
QP093A-0302,carrier_only_rows,no,CARRIER_ONLY_NOT_MATTER,CLOSED_CARRIER_SUPPORT,REJECT_NOT_MATTER_ALLOWED,no
QP093A-0303,carrier_only_rows,no,CARRIER_ONLY_NOT_MATTER,CLOSED_CARRIER_SUPPORT,REJECT_NOT_MATTER_ALLOWED,no
QP093A-0304,carrier_only_rows,no,CARRIER_ONLY_NOT_MATTER,CLOSED_CARRIER_SUPPORT,REJECT_NOT_MATTER_ALLOWED,no
