candidate_id,structural_bucket,subbucket,arity,in_81_row_projection,bin,route_combination,operator_class,route_class,partition_signature,closure_depth,q_sign,M_native,matter_row_allowed,stability_status,promotion_status,formula_family
QP093A-0081,ONE_BODY_CONJUGATE,ANTIMATTER_CONJUGATE,1,True,antimatter_conjugate_rows,"anti(plus_single_write[p=6,g=0])",V4_1_SINGLE_WRITE,conjugate_single_write,6,0,negative,7.50,yes,ANTIMATTER_STABLE_CONJUGATE,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g; observed transformed by A-operator
QP093A-0082,ONE_BODY_CONJUGATE,ANTIMATTER_CONJUGATE,1,True,antimatter_conjugate_rows,"anti(minus_single_write[p=6,g=0])",V4_1_SINGLE_WRITE,conjugate_single_write,6,0,positive,9.0,yes,ANTIMATTER_STABLE_CONJUGATE,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g; observed transformed by A-operator
QP093A-0083,ONE_BODY_CONJUGATE,ANTIMATTER_CONJUGATE,1,True,antimatter_conjugate_rows,"anti(plus_single_write[p=8,g=0])",V4_1_SINGLE_WRITE,conjugate_single_write,8,0,negative,10.00,yes,ANTIMATTER_STABLE_CONJUGATE,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g; observed transformed by A-operator
QP093A-0084,ONE_BODY_CONJUGATE,ANTIMATTER_CONJUGATE,1,True,antimatter_conjugate_rows,"anti(minus_single_write[p=8,g=0])",V4_1_SINGLE_WRITE,conjugate_single_write,8,0,positive,12.0,yes,ANTIMATTER_STABLE_CONJUGATE,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g; observed transformed by A-operator
QP093A-0085,ONE_BODY_CONJUGATE,ANTIMATTER_CONJUGATE,1,True,antimatter_conjugate_rows,"anti(plus_single_write[p=9,g=0])",V4_1_SINGLE_WRITE,conjugate_single_write,9,0,negative,11.25,yes,ANTIMATTER_STABLE_CONJUGATE,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g; observed transformed by A-operator
QP093A-0086,ONE_BODY_CONJUGATE,ANTIMATTER_CONJUGATE,1,True,antimatter_conjugate_rows,"anti(minus_single_write[p=9,g=0])",V4_1_SINGLE_WRITE,conjugate_single_write,9,0,positive,13.5,yes,ANTIMATTER_STABLE_CONJUGATE,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g; observed transformed by A-operator
QP093A-0087,ONE_BODY_CONJUGATE,ANTIMATTER_CONJUGATE,1,True,antimatter_conjugate_rows,"anti(plus_single_write[p=12,g=0])",V4_1_SINGLE_WRITE,conjugate_single_write,12,0,negative,15.00,yes,ANTIMATTER_STABLE_CONJUGATE,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g; observed transformed by A-operator
QP093A-0088,ONE_BODY_CONJUGATE,ANTIMATTER_CONJUGATE,1,True,antimatter_conjugate_rows,"anti(minus_single_write[p=12,g=0])",V4_1_SINGLE_WRITE,conjugate_single_write,12,0,positive,18.0,yes,ANTIMATTER_STABLE_CONJUGATE,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g; observed transformed by A-operator
QP093A-0089,ONE_BODY_CONJUGATE,ANTIMATTER_CONJUGATE,1,True,antimatter_conjugate_rows,"anti(plus_single_write[p=1,g=1])",V4_1_SINGLE_WRITE,conjugate_single_write,1,1,negative,15.00,yes,ANTIMATTER_STABLE_CONJUGATE,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g; observed transformed by A-operator
QP093A-0090,ONE_BODY_CONJUGATE,ANTIMATTER_CONJUGATE,1,True,antimatter_conjugate_rows,"anti(minus_single_write[p=1,g=1])",V4_1_SINGLE_WRITE,conjugate_single_write,1,1,positive,18.0,yes,ANTIMATTER_STABLE_CONJUGATE,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g; observed transformed by A-operator
QP093A-0091,ONE_BODY_CONJUGATE,ANTIMATTER_CONJUGATE,1,True,antimatter_conjugate_rows,"anti(plus_single_write[p=2,g=1])",V4_1_SINGLE_WRITE,conjugate_single_write,2,1,negative,30.00,yes,ANTIMATTER_STABLE_CONJUGATE,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g; observed transformed by A-operator
QP093A-0092,ONE_BODY_CONJUGATE,ANTIMATTER_CONJUGATE,1,True,antimatter_conjugate_rows,"anti(minus_single_write[p=2,g=1])",V4_1_SINGLE_WRITE,conjugate_single_write,2,1,positive,36.0,yes,ANTIMATTER_STABLE_CONJUGATE,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g; observed transformed by A-operator
QP093A-0093,ONE_BODY_CONJUGATE,ANTIMATTER_CONJUGATE,1,True,antimatter_conjugate_rows,"anti(plus_single_write[p=3,g=1])",V4_1_SINGLE_WRITE,conjugate_single_write,3,1,negative,45.00,yes,ANTIMATTER_STABLE_CONJUGATE,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g; observed transformed by A-operator
QP093A-0094,ONE_BODY_CONJUGATE,ANTIMATTER_CONJUGATE,1,True,antimatter_conjugate_rows,"anti(minus_single_write[p=3,g=1])",V4_1_SINGLE_WRITE,conjugate_single_write,3,1,positive,54.0,yes,ANTIMATTER_STABLE_CONJUGATE,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g; observed transformed by A-operator
QP093A-0095,ONE_BODY_CONJUGATE,ANTIMATTER_CONJUGATE,1,True,antimatter_conjugate_rows,"anti(plus_single_write[p=4,g=1])",V4_1_SINGLE_WRITE,conjugate_single_write,4,1,negative,60.00,yes,ANTIMATTER_STABLE_CONJUGATE,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g; observed transformed by A-operator
QP093A-0096,ONE_BODY_CONJUGATE,ANTIMATTER_CONJUGATE,1,True,antimatter_conjugate_rows,"anti(minus_single_write[p=4,g=1])",V4_1_SINGLE_WRITE,conjugate_single_write,4,1,positive,72.0,yes,ANTIMATTER_STABLE_CONJUGATE,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g; observed transformed by A-operator
QP093A-0097,ONE_BODY_CONJUGATE,ANTIMATTER_CONJUGATE,1,True,antimatter_conjugate_rows,"anti(plus_single_write[p=6,g=1])",V4_1_SINGLE_WRITE,conjugate_single_write,6,1,negative,90.00,yes,ANTIMATTER_STABLE_CONJUGATE,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g; observed transformed by A-operator
QP093A-0098,ONE_BODY_CONJUGATE,ANTIMATTER_CONJUGATE,1,True,antimatter_conjugate_rows,"anti(minus_single_write[p=6,g=1])",V4_1_SINGLE_WRITE,conjugate_single_write,6,1,positive,108.0,yes,ANTIMATTER_STABLE_CONJUGATE,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g; observed transformed by A-operator
QP093A-0099,ONE_BODY_CONJUGATE,ANTIMATTER_CONJUGATE,1,True,antimatter_conjugate_rows,"anti(plus_single_write[p=8,g=1])",V4_1_SINGLE_WRITE,conjugate_single_write,8,1,negative,120.00,yes,ANTIMATTER_STABLE_CONJUGATE,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g; observed transformed by A-operator
QP093A-0100,ONE_BODY_CONJUGATE,ANTIMATTER_CONJUGATE,1,True,antimatter_conjugate_rows,"anti(minus_single_write[p=8,g=1])",V4_1_SINGLE_WRITE,conjugate_single_write,8,1,positive,144.0,yes,ANTIMATTER_STABLE_CONJUGATE,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g; observed transformed by A-operator
QP093A-0101,ONE_BODY_CONJUGATE,ANTIMATTER_CONJUGATE,1,True,antimatter_conjugate_rows,"anti(plus_single_write[p=9,g=1])",V4_1_SINGLE_WRITE,conjugate_single_write,9,1,negative,135.00,yes,ANTIMATTER_STABLE_CONJUGATE,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g; observed transformed by A-operator
QP093A-0102,ONE_BODY_CONJUGATE,ANTIMATTER_CONJUGATE,1,True,antimatter_conjugate_rows,"anti(minus_single_write[p=9,g=1])",V4_1_SINGLE_WRITE,conjugate_single_write,9,1,positive,162.0,yes,ANTIMATTER_STABLE_CONJUGATE,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g; observed transformed by A-operator
QP093A-0103,ONE_BODY_CONJUGATE,ANTIMATTER_CONJUGATE,1,False,antimatter_conjugate_rows,"anti(plus_single_write[p=12,g=1])",V4_1_SINGLE_WRITE,conjugate_single_write,12,1,negative,180.00,yes,ANTIMATTER_STABLE_CONJUGATE,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g; observed transformed by A-operator
QP093A-0104,ONE_BODY_CONJUGATE,ANTIMATTER_CONJUGATE,1,False,antimatter_conjugate_rows,"anti(minus_single_write[p=12,g=1])",V4_1_SINGLE_WRITE,conjugate_single_write,12,1,positive,216.0,yes,ANTIMATTER_STABLE_CONJUGATE,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g; observed transformed by A-operator
QP093A-0105,ONE_BODY_CONJUGATE,ANTIMATTER_CONJUGATE,1,False,antimatter_conjugate_rows,"anti(plus_single_write[p=1,g=2])",V4_1_SINGLE_WRITE,conjugate_single_write,1,2,negative,180.00,yes,ANTIMATTER_STABLE_CONJUGATE,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g; observed transformed by A-operator
QP093A-0106,ONE_BODY_CONJUGATE,ANTIMATTER_CONJUGATE,1,False,antimatter_conjugate_rows,"anti(minus_single_write[p=1,g=2])",V4_1_SINGLE_WRITE,conjugate_single_write,1,2,positive,216.0,yes,ANTIMATTER_STABLE_CONJUGATE,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g; observed transformed by A-operator
QP093A-0107,ONE_BODY_CONJUGATE,ANTIMATTER_CONJUGATE,1,False,antimatter_conjugate_rows,"anti(plus_single_write[p=2,g=2])",V4_1_SINGLE_WRITE,conjugate_single_write,2,2,negative,360.00,yes,ANTIMATTER_STABLE_CONJUGATE,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g; observed transformed by A-operator
QP093A-0108,ONE_BODY_CONJUGATE,ANTIMATTER_CONJUGATE,1,False,antimatter_conjugate_rows,"anti(minus_single_write[p=2,g=2])",V4_1_SINGLE_WRITE,conjugate_single_write,2,2,positive,432.0,yes,ANTIMATTER_STABLE_CONJUGATE,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g; observed transformed by A-operator
QP093A-0109,ONE_BODY_CONJUGATE,ANTIMATTER_CONJUGATE,1,False,antimatter_conjugate_rows,"anti(plus_single_write[p=3,g=2])",V4_1_SINGLE_WRITE,conjugate_single_write,3,2,negative,540.00,yes,ANTIMATTER_STABLE_CONJUGATE,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g; observed transformed by A-operator
QP093A-0110,ONE_BODY_CONJUGATE,ANTIMATTER_CONJUGATE,1,False,antimatter_conjugate_rows,"anti(minus_single_write[p=3,g=2])",V4_1_SINGLE_WRITE,conjugate_single_write,3,2,positive,648.0,yes,ANTIMATTER_STABLE_CONJUGATE,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g; observed transformed by A-operator
QP093A-0111,ONE_BODY_CONJUGATE,ANTIMATTER_CONJUGATE,1,False,antimatter_conjugate_rows,"anti(plus_single_write[p=4,g=2])",V4_1_SINGLE_WRITE,conjugate_single_write,4,2,negative,720.00,yes,ANTIMATTER_STABLE_CONJUGATE,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g; observed transformed by A-operator
QP093A-0112,ONE_BODY_CONJUGATE,ANTIMATTER_CONJUGATE,1,False,antimatter_conjugate_rows,"anti(minus_single_write[p=4,g=2])",V4_1_SINGLE_WRITE,conjugate_single_write,4,2,positive,864.0,yes,ANTIMATTER_STABLE_CONJUGATE,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g; observed transformed by A-operator
QP093A-0113,ONE_BODY_CONJUGATE,ANTIMATTER_CONJUGATE,1,False,antimatter_conjugate_rows,"anti(plus_single_write[p=6,g=2])",V4_1_SINGLE_WRITE,conjugate_single_write,6,2,negative,1080.00,yes,ANTIMATTER_STABLE_CONJUGATE,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g; observed transformed by A-operator
QP093A-0114,ONE_BODY_CONJUGATE,ANTIMATTER_CONJUGATE,1,False,antimatter_conjugate_rows,"anti(minus_single_write[p=6,g=2])",V4_1_SINGLE_WRITE,conjugate_single_write,6,2,positive,1296.0,yes,ANTIMATTER_STABLE_CONJUGATE,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g; observed transformed by A-operator
QP093A-0115,THREE_BODY_COLOR,TRIAD_ALLOWED,3,False,bound_composite_rows,color_triad[1+1+1],GROUND_BARYON_3BODY,three_owner_color_closure,1+1+1,0,positive,108,yes,BOUND_COLOR_CLOSED_STABLE_CANDIDATE,BOUND_MATTER_ROW_ALLOWED,M3 = 36 * (a^2 + b^2 + c^2)
QP093A-0116,THREE_BODY_COLOR,TRIAD_ALLOWED,3,False,bound_composite_rows,color_triad[1+1+2],OCTET_COMPOSITE,three_owner_color_closure,1+1+2,3,positive,216,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,BOUND_MATTER_ROW_ALLOWED,M3 = 36 * (a^2 + b^2 + c^2)
QP093A-0117,THREE_BODY_COLOR,TRIAD_ALLOWED,3,False,bound_composite_rows,color_triad[1+1+3],OCTET_COMPOSITE,three_owner_color_closure,1+1+3,3,neutral,396,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,BOUND_MATTER_ROW_ALLOWED,M3 = 36 * (a^2 + b^2 + c^2)
QP093A-0118,THREE_BODY_COLOR,TRIAD_ALLOWED,3,False,bound_composite_rows,color_triad[1+1+4],GROUND_BARYON_3BODY,three_owner_color_closure,1+1+4,0,positive,648,yes,BOUND_COLOR_CLOSED_STABLE_CANDIDATE,BOUND_MATTER_ROW_ALLOWED,M3 = 36 * (a^2 + b^2 + c^2)
QP093A-0119,THREE_BODY_COLOR,TRIAD_ALLOWED,3,False,bound_composite_rows,color_triad[1+1+6],OCTET_COMPOSITE,three_owner_color_closure,1+1+6,3,neutral,1368,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,BOUND_MATTER_ROW_ALLOWED,M3 = 36 * (a^2 + b^2 + c^2)
QP093A-0120,THREE_BODY_COLOR,TRIAD_ALLOWED,3,False,bound_composite_rows,color_triad[1+1+8],OCTET_COMPOSITE,three_owner_color_closure,1+1+8,3,positive,2376,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,BOUND_MATTER_ROW_ALLOWED,M3 = 36 * (a^2 + b^2 + c^2)
QP093A-0121,THREE_BODY_COLOR,TRIAD_ALLOWED,3,False,bound_composite_rows,color_triad[1+1+9],OCTET_COMPOSITE,three_owner_color_closure,1+1+9,3,neutral,2988,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,BOUND_MATTER_ROW_ALLOWED,M3 = 36 * (a^2 + b^2 + c^2)
QP093A-0122,THREE_BODY_COLOR,TRIAD_ALLOWED,3,False,bound_composite_rows,color_triad[1+1+12],OCTET_COMPOSITE,three_owner_color_closure,1+1+12,3,neutral,5256,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,BOUND_MATTER_ROW_ALLOWED,M3 = 36 * (a^2 + b^2 + c^2)
QP093A-0123,THREE_BODY_COLOR,TRIAD_ALLOWED,3,False,bound_composite_rows,color_triad[1+2+2],OCTET_COMPOSITE,three_owner_color_closure,1+2+2,3,positive,324,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,BOUND_MATTER_ROW_ALLOWED,M3 = 36 * (a^2 + b^2 + c^2)
QP093A-0124,THREE_BODY_COLOR,TRIAD_ALLOWED,3,False,bound_composite_rows,color_triad[1+2+3],GROUND_BARYON_3BODY,three_owner_color_closure,1+2+3,0,negative,504,yes,BOUND_COLOR_CLOSED_STABLE_CANDIDATE,BOUND_MATTER_ROW_ALLOWED,M3 = 36 * (a^2 + b^2 + c^2)
QP093A-0125,THREE_BODY_COLOR,TRIAD_ALLOWED,3,False,bound_composite_rows,color_triad[1+2+4],OCTET_COMPOSITE,three_owner_color_closure,1+2+4,3,neutral,756,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,BOUND_MATTER_ROW_ALLOWED,M3 = 36 * (a^2 + b^2 + c^2)
QP093A-0126,THREE_BODY_COLOR,TRIAD_ALLOWED,3,False,bound_composite_rows,color_triad[1+2+6],GROUND_BARYON_3BODY,three_owner_color_closure,1+2+6,0,negative,1476,yes,BOUND_COLOR_CLOSED_STABLE_CANDIDATE,BOUND_MATTER_ROW_ALLOWED,M3 = 36 * (a^2 + b^2 + c^2)
QP093A-0127,THREE_BODY_COLOR,TRIAD_ALLOWED,3,False,bound_composite_rows,color_triad[1+2+8],OCTET_COMPOSITE,three_owner_color_closure,1+2+8,3,positive,2484,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,BOUND_MATTER_ROW_ALLOWED,M3 = 36 * (a^2 + b^2 + c^2)
QP093A-0128,THREE_BODY_COLOR,TRIAD_ALLOWED,3,False,bound_composite_rows,color_triad[1+2+9],GROUND_BARYON_3BODY,three_owner_color_closure,1+2+9,0,negative,3096,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,BOUND_MATTER_ROW_ALLOWED,M3 = 36 * (a^2 + b^2 + c^2)
QP093A-0129,THREE_BODY_COLOR,TRIAD_ALLOWED,3,False,bound_composite_rows,color_triad[1+2+12],GROUND_BARYON_3BODY,three_owner_color_closure,1+2+12,0,negative,5364,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,BOUND_MATTER_ROW_ALLOWED,M3 = 36 * (a^2 + b^2 + c^2)
QP093A-0130,THREE_BODY_COLOR,TRIAD_ALLOWED,3,False,bound_composite_rows,color_triad[1+3+3],OCTET_COMPOSITE,three_owner_color_closure,1+3+3,3,negative,684,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,BOUND_MATTER_ROW_ALLOWED,M3 = 36 * (a^2 + b^2 + c^2)
QP093A-0131,THREE_BODY_COLOR,TRIAD_ALLOWED,3,False,bound_composite_rows,color_triad[1+3+4],OCTET_COMPOSITE,three_owner_color_closure,1+3+4,3,negative,936,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,BOUND_MATTER_ROW_ALLOWED,M3 = 36 * (a^2 + b^2 + c^2)
QP093A-0132,THREE_BODY_COLOR,TRIAD_ALLOWED,3,False,bound_composite_rows,color_triad[1+3+6],OCTET_COMPOSITE,three_owner_color_closure,1+3+6,3,negative,1656,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,BOUND_MATTER_ROW_ALLOWED,M3 = 36 * (a^2 + b^2 + c^2)
QP093A-0133,THREE_BODY_COLOR,TRIAD_SURFACE_REJECTED,3,False,bound_composite_rows,color_triad[1+3+8],GROUND_BARYON_3BODY,three_owner_color_closure,1+3+8,0,neutral,2664,no,REJECTED_FAKE_CLOSURE,REJECTED_NEGATIVE_SURFACE,M3 = 36 * (a^2 + b^2 + c^2)
QP093A-0134,THREE_BODY_COLOR,TRIAD_ALLOWED,3,False,bound_composite_rows,color_triad[1+3+9],OCTET_COMPOSITE,three_owner_color_closure,1+3+9,3,negative,3276,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,BOUND_MATTER_ROW_ALLOWED,M3 = 36 * (a^2 + b^2 + c^2)
QP093A-0135,THREE_BODY_COLOR,TRIAD_ALLOWED,3,False,bound_composite_rows,color_triad[1+3+12],OCTET_COMPOSITE,three_owner_color_closure,1+3+12,3,negative,5544,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,BOUND_MATTER_ROW_ALLOWED,M3 = 36 * (a^2 + b^2 + c^2)
QP093A-0136,THREE_BODY_COLOR,TRIAD_ALLOWED,3,False,bound_composite_rows,color_triad[1+4+4],GROUND_BARYON_3BODY,three_owner_color_closure,1+4+4,0,negative,1188,yes,BOUND_COLOR_CLOSED_STABLE_CANDIDATE,BOUND_MATTER_ROW_ALLOWED,M3 = 36 * (a^2 + b^2 + c^2)
QP093A-0137,THREE_BODY_COLOR,TRIAD_ALLOWED,3,False,bound_composite_rows,color_triad[1+4+6],OCTET_COMPOSITE,three_owner_color_closure,1+4+6,3,negative,1908,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,BOUND_MATTER_ROW_ALLOWED,M3 = 36 * (a^2 + b^2 + c^2)
QP093A-0138,THREE_BODY_COLOR,TRIAD_ALLOWED,3,False,bound_composite_rows,color_triad[1+4+8],OCTET_COMPOSITE,three_owner_color_closure,1+4+8,3,negative,2916,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,BOUND_MATTER_ROW_ALLOWED,M3 = 36 * (a^2 + b^2 + c^2)
QP093A-0139,THREE_BODY_COLOR,TRIAD_ALLOWED,3,False,bound_composite_rows,color_triad[1+4+9],OCTET_COMPOSITE,three_owner_color_closure,1+4+9,3,negative,3528,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,BOUND_MATTER_ROW_ALLOWED,M3 = 36 * (a^2 + b^2 + c^2)
QP093A-0140,THREE_BODY_COLOR,TRIAD_ALLOWED,3,False,bound_composite_rows,color_triad[1+4+12],OCTET_COMPOSITE,three_owner_color_closure,1+4+12,3,negative,5796,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,BOUND_MATTER_ROW_ALLOWED,M3 = 36 * (a^2 + b^2 + c^2)
QP093A-0141,THREE_BODY_COLOR,TRIAD_ALLOWED,3,False,bound_composite_rows,color_triad[1+6+6],OCTET_COMPOSITE,three_owner_color_closure,1+6+6,3,negative,2628,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,BOUND_MATTER_ROW_ALLOWED,M3 = 36 * (a^2 + b^2 + c^2)
QP093A-0142,THREE_BODY_COLOR,TRIAD_ALLOWED,3,False,bound_composite_rows,color_triad[1+6+8],GROUND_BARYON_3BODY,three_owner_color_closure,1+6+8,0,negative,3636,yes,BOUND_COLOR_CLOSED_STABLE_CANDIDATE,BOUND_MATTER_ROW_ALLOWED,M3 = 36 * (a^2 + b^2 + c^2)
QP093A-0143,THREE_BODY_COLOR,TRIAD_ALLOWED,3,False,bound_composite_rows,color_triad[1+6+9],OCTET_COMPOSITE,three_owner_color_closure,1+6+9,3,negative,4248,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,BOUND_MATTER_ROW_ALLOWED,M3 = 36 * (a^2 + b^2 + c^2)
QP093A-0144,THREE_BODY_COLOR,TRIAD_ALLOWED,3,False,bound_composite_rows,color_triad[1+6+12],OCTET_COMPOSITE,three_owner_color_closure,1+6+12,3,negative,6516,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,BOUND_MATTER_ROW_ALLOWED,M3 = 36 * (a^2 + b^2 + c^2)
QP093A-0145,THREE_BODY_COLOR,TRIAD_ALLOWED,3,False,bound_composite_rows,color_triad[1+8+8],OCTET_COMPOSITE,three_owner_color_closure,1+8+8,3,negative,4644,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,BOUND_MATTER_ROW_ALLOWED,M3 = 36 * (a^2 + b^2 + c^2)
QP093A-0146,THREE_BODY_COLOR,TRIAD_ALLOWED,3,False,bound_composite_rows,color_triad[1+8+9],GROUND_BARYON_3BODY,three_owner_color_closure,1+8+9,0,negative,5256,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,BOUND_MATTER_ROW_ALLOWED,M3 = 36 * (a^2 + b^2 + c^2)
QP093A-0147,THREE_BODY_COLOR,TRIAD_ALLOWED,3,False,bound_composite_rows,color_triad[1+8+12],GROUND_BARYON_3BODY,three_owner_color_closure,1+8+12,0,negative,7524,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,BOUND_MATTER_ROW_ALLOWED,M3 = 36 * (a^2 + b^2 + c^2)
QP093A-0148,THREE_BODY_COLOR,TRIAD_ALLOWED,3,False,bound_composite_rows,color_triad[1+9+9],OCTET_COMPOSITE,three_owner_color_closure,1+9+9,3,negative,5868,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,BOUND_MATTER_ROW_ALLOWED,M3 = 36 * (a^2 + b^2 + c^2)
QP093A-0149,THREE_BODY_COLOR,TRIAD_ALLOWED,3,False,bound_composite_rows,color_triad[1+9+12],OCTET_COMPOSITE,three_owner_color_closure,1+9+12,3,negative,8136,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,BOUND_MATTER_ROW_ALLOWED,M3 = 36 * (a^2 + b^2 + c^2)
QP093A-0150,THREE_BODY_COLOR,TRIAD_ALLOWED,3,False,bound_composite_rows,color_triad[1+12+12],OCTET_COMPOSITE,three_owner_color_closure,1+12+12,3,negative,10404,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,BOUND_MATTER_ROW_ALLOWED,M3 = 36 * (a^2 + b^2 + c^2)
QP093A-0151,THREE_BODY_COLOR,TRIAD_ALLOWED,3,False,bound_composite_rows,color_triad[2+2+2],GROUND_BARYON_3BODY,three_owner_color_closure,2+2+2,0,positive,432,yes,BOUND_COLOR_CLOSED_STABLE_CANDIDATE,BOUND_MATTER_ROW_ALLOWED,M3 = 36 * (a^2 + b^2 + c^2)
QP093A-0152,THREE_BODY_COLOR,TRIAD_ALLOWED,3,False,bound_composite_rows,color_triad[2+2+3],OCTET_COMPOSITE,three_owner_color_closure,2+2+3,3,neutral,612,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,BOUND_MATTER_ROW_ALLOWED,M3 = 36 * (a^2 + b^2 + c^2)
QP093A-0153,THREE_BODY_COLOR,TRIAD_ALLOWED,3,False,bound_composite_rows,color_triad[2+2+4],OCTET_COMPOSITE,three_owner_color_closure,2+2+4,3,positive,864,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,BOUND_MATTER_ROW_ALLOWED,M3 = 36 * (a^2 + b^2 + c^2)
QP093A-0154,THREE_BODY_COLOR,TRIAD_ALLOWED,3,False,bound_composite_rows,color_triad[2+2+6],OCTET_COMPOSITE,three_owner_color_closure,2+2+6,3,neutral,1584,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,BOUND_MATTER_ROW_ALLOWED,M3 = 36 * (a^2 + b^2 + c^2)
QP093A-0155,THREE_BODY_COLOR,TRIAD_ALLOWED,3,False,bound_composite_rows,color_triad[2+2+8],GROUND_BARYON_3BODY,three_owner_color_closure,2+2+8,0,positive,2592,yes,BOUND_COLOR_CLOSED_STABLE_CANDIDATE,BOUND_MATTER_ROW_ALLOWED,M3 = 36 * (a^2 + b^2 + c^2)
